landuse,textabbr_fingprob,text_fingprob,calccarb_hcl,som_elmntprc,ph_cacl2,lime_requirement,p_calmg100g,k_calmg100g,mg_catmgkg,b_catmgkg,mn_catmgkg,cu_catmgkg,zn_catmgkg,clay,silt,sand
Orchards,Su3,Mittel schluffiger Sand,very_high_carbonate,2.2,7,0,65,27,18,0.95,17,23,18,4,32.5,63.5
Orchards,Lt3,Mittel toniger Lehm,high_carbonate,5.1,7.2,0,37,21,41,1.34,11,42,26,40,40,20
Vineyards,Ls3,Mittel sandiger Lehm,high_carbonate,3.4,7.1,0,43,25,30,0.74,17,66,16,21,35,44
Orchards,Us,Sandiger Schluff,high_carbonate,3,7.3,0,14,19,16,0.66,28,37,17,4,65,31
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,3.3,7.3,0,29,14,19,0.57,15,45,15,10,25,65
Orchards,Su3,Mittel schluffiger Sand,low_medium_carbonate,1.7,7.1,0,23,13,20,0.5,12,53,19,4,32.5,63.5
Orchards,Us,Sandiger Schluff,very_high_carbonate,2.5,7.1,0,31,15,21,0.43,15,42,17,4,65,31
Vineyards,Ls3,Mittel sandiger Lehm,high_carbonate,3.9,7,0,44,25,40,0.73,69,475,44,21,35,44
Orchards,Su3,Mittel schluffiger Sand,high_carbonate,3.1,7.5,0,16,20,23,0.7,14,10,10,4,32.5,63.5
Orchards,Su3,Mittel schluffiger Sand,high_carbonate,1.5,7.1,0,33,20,19,0.4,14,10,20,4,32.5,63.5
Orchards,Su3,Mittel schluffiger Sand,high_carbonate,2.2,7.4,0,5,20,27,0.51,19,8,4,4,32.5,63.5
Orchards,Us,Sandiger Schluff,high_carbonate,5,7.2,0,45,37,31,1.31,14,74,22,4,65,31
Orchards,Su3,Mittel schluffiger Sand,high_carbonate,3.3,7.2,0,35,18,19,0.49,14,51,13,4,32.5,63.5
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,3.9,7.2,0,20,20,55,0.97,54,14,9,10,25,65
Orchards,Su3,Mittel schluffiger Sand,high_carbonate,1.8,7.3,0,13,19,15,0.49,21,9,7,4,32.5,63.5
Orchards,Sl2,Schwach lehmiger Sand,high_carbonate,2.5,7.2,0,25,23,15,0.43,20,17,14,6.5,17.5,76
Orchards,Us,Sandiger Schluff,high_carbonate,3.7,7.2,0,35,18,20,0.41,15,66,17,4,65,31
Orchards,Ut3,Mittel toniger Schluff,high_carbonate,5,7.2,0,18,20,26,0.66,14,16,74,14.4,75.3,10.3
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,6.2,7.2,0,43,90,44,1.27,14,57,21,10,25,65
Orchards,Ut3,Mittel toniger Schluff,low_medium_carbonate,3.8,6.4,0,17,11,18,0.51,54,13,3,14.4,75.3,10.3
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,3.9,6.7,0,50,27,32,1.03,68,103,35,10,25,65
Orchards,Sl2,Schwach lehmiger Sand,low_medium_carbonate,6.2,6.2,0,55,27,25,1.53,77,13,33,6.5,17.5,76
Orchards,Ut3,Mittel toniger Schluff,low_medium_carbonate,8.7,6.9,0,8,10,56,1.37,30,22,24,14.4,75.3,10.3
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,6.4,6.5,0,31,25,26,0.98,78,19,23,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,2.5,7.1,0,32,10,17,0.5,15,100,20,10,25,65
Orchards,Ut3,Mittel toniger Schluff,high_carbonate,4.3,7.2,0,31,24,30,1.08,19,27,18,14.4,75.3,10.3
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,5.1,6.9,0,50,9,21,0.58,14,91,46,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,5.2,7.1,0,21,14,37,1.43,30,10,16,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,no_free_carbonate,5.3,6.2,0,15,11,23,0.73,49,13,8,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,no_free_carbonate,6.3,5.6,10,7,7,23,0.56,77,6,9,10,25,65
Orchards,Us,Sandiger Schluff,no_free_carbonate,4.9,6.3,0,17,5,22,0.81,66,14,10,4,65,31
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,4.6,6.1,0,14,18,15,0.67,79,9,16,10,25,65
Orchards,Ls3,Mittel sandiger Lehm,high_carbonate,7.2,7.2,0,16,25,48,1.26,25,32,15,21,35,44
Orchards,Su3,Mittel schluffiger Sand,high_carbonate,2.5,6.8,0,46,29,16,0.43,26,93,47,4,32.5,63.5
Orchards,Slu,Schluffig-lehmiger Sand,low_medium_carbonate,9.3,6.6,0,40,87,50,2.26,28,16,26,12.5,45,42.5
Orchards,Su3,Mittel schluffiger Sand,high_carbonate,2.5,7.3,0,37,20,26,0.58,24,17,15,4,32.5,63.5
Orchards,Su3,Mittel schluffiger Sand,high_carbonate,3.8,6.9,0,69,24,26,0.84,38,87,29,4,32.5,63.5
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,5.4,7.1,0,30,14,31,1.43,49,15,16,10,25,65
Orchards,Ls3,Mittel sandiger Lehm,high_carbonate,6.2,7,0,32,28,33,1.17,23,52,24,21,35,44
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,7.4,6.9,0,34,38,53,1.22,33,18,16,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,3.1,6.4,0,13,16,26,1.18,171,97,25,10,25,65
Orchards,Ls3,Mittel sandiger Lehm,high_carbonate,8.5,7.2,0,70,44,47,1.33,23,88,38,21,35,44
Orchards,Ut3,Mittel toniger Schluff,high_carbonate,4.2,7.2,0,19,21,23,0.75,16,81,13,14.4,75.3,10.3
Orchards,Lu,Schluffiger Lehm,high_carbonate,3.5,7.4,0,9,13,25,0.64,15,80,18,23.5,57.5,19
Orchards,Us,Sandiger Schluff,high_carbonate,1.1,7.3,0,16,21,12,0.28,20,10,6,4,65,31
Orchards,Us,Sandiger Schluff,high_carbonate,1,7.4,0,9,19,11,0.27,18,8,4,4,65,31
Orchards,Us,Sandiger Schluff,high_carbonate,6,7.2,0,33,27,36,0.99,9,12,19,4,65,31
Vineyards,Ls3,Mittel sandiger Lehm,high_carbonate,2.6,7.4,0,13,22,24,0.53,24,59,19,21,35,44
Orchards,Su3,Mittel schluffiger Sand,high_carbonate,4.5,7.7,0,56,33,33,2.07,22,31,19,4,32.5,63.5
Orchards,Su3,Mittel schluffiger Sand,high_carbonate,3.1,6.7,0,47,32,18,0.75,36,33,41,4,32.5,63.5
Orchards,Su3,Mittel schluffiger Sand,high_carbonate,2.8,6.6,0,60,30,19,0.88,25,102,38,4,32.5,63.5
Orchards,Slu,Schluffig-lehmiger Sand,high_carbonate,3,7.2,0,34,35,22,0.59,23,30,16,12.5,45,42.5
Orchards,Sl3,Mittel lehmiger Sand,no_free_carbonate,6,5.1,35,38,32,17,0.73,94,17,23,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,6.3,6.2,0,31,40,21,1.61,74,16,24,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,9,6.6,0,78,26,30,1.96,54,11,36,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,no_free_carbonate,7.5,5.4,20,43,80,20,1.27,144,32,32,10,25,65
Orchards,Slu,Schluffig-lehmiger Sand,low_medium_carbonate,3.4,6.4,0,14,9,17,0.77,57,8,3,12.5,45,42.5
Orchards,Ls3,Mittel sandiger Lehm,low_medium_carbonate,2.8,7.1,0,15,8,51,0.7,149,14,6,21,35,44
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,6.5,6.1,0,14,24,23,1.35,96,11,18,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,3.5,6.9,0,28,30,19,0.87,32,48,35,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,no_free_carbonate,4.7,5.8,0,19,11,31,1.01,115,25,14,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,4.4,7.1,0,23,25,26,0.92,13,13,11,10,25,65
Orchards,Ls3,Mittel sandiger Lehm,high_carbonate,7.7,7.2,0,78,19,53,1.55,24,118,47,21,35,44
Orchards,Su3,Mittel schluffiger Sand,high_carbonate,2.6,7,0,35,31,27,1.01,36,60,26,4,32.5,63.5
Orchards,Us,Sandiger Schluff,high_carbonate,1.5,7.3,0,8,22,12,0.23,25,10,8,4,65,31
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,3.9,7.1,0,34,37,21,0.59,20,24,19,10,25,65
Orchards,Sl2,Schwach lehmiger Sand,high_carbonate,2.7,7.3,0,33,15,17,0.65,17,33,20,6.5,17.5,76
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,5.9,7.3,0,24,18,38,0.9,17,44,27,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,3.5,7.1,0,27,10,42,0.95,21,8,10,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,10.5,6.2,0,131,60,25,1.37,17,117,129,10,25,65
Orchards,Us,Sandiger Schluff,no_free_carbonate,4.4,5.9,0,28,13,18,0.76,94,18,16,4,65,31
Orchards,Sl3,Mittel lehmiger Sand,no_free_carbonate,6.3,5,40,34,25,14,0.82,94,18,42,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,no_free_carbonate,7.4,5.4,20,39,37,22,1.33,107,20,38,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,7.2,6.1,0,30,25,23,1.17,93,17,23,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,5.2,6.2,0,36,17,19,0.97,62,14,15,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,4.8,6.4,0,42,15,21,1.03,73,14,16,10,25,65
Orchards,Su3,Mittel schluffiger Sand,very_high_carbonate,2.6,7.2,0,24,32,15,0.64,21,21,12,4,32.5,63.5
Vineyards,Sl3,Mittel lehmiger Sand,high_carbonate,4.9,7.3,0,13,17,38,0.42,12,135,28,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,no_free_carbonate,4.8,5.9,0,11,9,23,0.79,64,11,11,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,no_free_carbonate,6,5.4,20,23,18,18,0.71,86,11,19,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,4,6.5,0,21,14,22,0.96,68,16,17,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,no_free_carbonate,3.6,5.2,35,30,29,15,0.62,72,13,15,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,6.7,6.3,0,20,20,24,1.76,54,20,43,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,no_free_carbonate,5.2,5.3,25,42,29,14,0.8,125,17,15,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,6.6,6.1,0,18,26,20,1.64,118,15,21,10,25,65
Orchards,Us,Sandiger Schluff,low_medium_carbonate,4.1,7,0,3,19,53,0.87,40,9,13,4,65,31
Orchards,Sl2,Schwach lehmiger Sand,no_free_carbonate,7.6,5.9,0,22,28,25,1.57,107,23,20,6.5,17.5,76
Orchards,Us,Sandiger Schluff,low_medium_carbonate,4.3,6.4,0,13,10,22,1.03,84,13,10,4,65,31
Orchards,Us,Sandiger Schluff,no_free_carbonate,3.6,6,0,24,12,17,0.71,94,17,13,4,65,31
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,5.4,6,0,25,22,28,1.39,94,31,30,10,25,65
Vineyards,Sl3,Mittel lehmiger Sand,no_free_carbonate,2.5,5.9,5,19,27,20,0.54,66,257,18,10,25,65
Orchards,Us,Sandiger Schluff,high_carbonate,4.4,6.9,0,45,24,26,1.05,20,12,18,4,65,31
Orchards,Us,Sandiger Schluff,high_carbonate,4.4,7,0,30,16,36,1.01,47,14,21,4,65,31
Vineyards,Sl3,Mittel lehmiger Sand,high_carbonate,4.9,6.9,0,47,31,40,0.56,39,323,43,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,3.4,6.4,0,27,9,19,0.67,63,12,13,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,6.5,6.3,0,17,19,34,1.38,123,22,19,10,25,65
Orchards,Us,Sandiger Schluff,low_medium_carbonate,5.2,6.9,0,24,12,49,2.04,46,14,14,4,65,31
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,4.9,6.3,0,24,19,19,0.85,53,7,8,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,5,6.7,0,13,9,43,1.34,100,17,14,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,4.8,7,0,46,26,29,1.07,20,21,22,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,no_free_carbonate,7.6,5.6,10,31,40,16,0.97,123,17,30,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,no_free_carbonate,4.3,5.9,0,8,14,24,0.59,51,7,6,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,6,6.6,0,29,26,27,1.77,87,12,22,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,5.1,6.7,0,23,23,22,1.25,46,10,17,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,5.5,6.8,0,44,22,57,1.41,67,17,33,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,2.6,7.3,0,12,12,21,0.61,15,24,11,10,25,65
Vineyards,Ls3,Mittel sandiger Lehm,high_carbonate,1.9,7.4,0,12,40,20,0.57,8,120,12,21,35,44
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,5.9,7,0,57,36,35,1.49,18,12,34,10,25,65
Orchards,Slu,Schluffig-lehmiger Sand,high_carbonate,4.5,6.9,0,42,26,26,1.11,31,12,16,12.5,45,42.5
Vineyards,Ls3,Mittel sandiger Lehm,high_carbonate,4.7,7.1,0,44,26,68,1,27,576,41,21,35,44
Vineyards,Ls3,Mittel sandiger Lehm,no_free_carbonate,3,6.3,6,17,23,30,0.9,127,259,20,21,35,44
Orchards,Sl4,Stark lehmiger Sand,low_medium_carbonate,3.4,6.7,0,31,23,24,0.6,23,36,19,21,22.5,56.5
Orchards,Sl3,Mittel lehmiger Sand,no_free_carbonate,4.5,5.8,0,23,34,19,1.08,122,14,20,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,no_free_carbonate,7,5.6,10,29,15,30,0.49,43,12,15,10,25,65
Vineyards,Ls3,Mittel sandiger Lehm,high_carbonate,3.4,7.1,0,27,17,24,0.48,18,178,18,21,35,44
Vineyards,Ls3,Mittel sandiger Lehm,high_carbonate,7.6,7.1,0,21,38,24,0.49,23,162,20,21,35,44
Vineyards,Sl4,Stark lehmiger Sand,high_carbonate,5.3,7.2,0,14,29,38,0.55,8,168,19,21,22.5,56.5
Orchards,Su3,Mittel schluffiger Sand,no_free_carbonate,2.8,6.1,0,20,10,16,0.65,86,12,10,4,32.5,63.5
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,3.7,7.1,0,45,32,24,0.69,15,73,27,10,25,65
Orchards,Sl4,Stark lehmiger Sand,high_carbonate,5.6,7.2,0,41,34,50,1.34,16,24,17,21,22.5,56.5
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,3,6.3,0,28,23,18,0.73,56,8,7,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,no_free_carbonate,5.3,5.6,10,28,25,21,0.92,88,18,30,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,6.1,7.3,0,11,15,40,0.63,16,16,11,10,25,65
Vineyards,Sl3,Mittel lehmiger Sand,no_free_carbonate,3.9,5.9,5,18,47,23,0.67,101,321,27,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,very_high_carbonate,3.6,7.4,0,24,13,23,0.69,12,64,11,10,25,65
Orchards,Sl2,Schwach lehmiger Sand,high_carbonate,2.9,7,0,48,25,19,0.91,17,35,23,6.5,17.5,76
Orchards,Su3,Mittel schluffiger Sand,very_high_carbonate,3.4,7.3,0,33,24,21,0.65,13,49,19,4,32.5,63.5
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,4.3,6.2,0,28,21,20,1.15,64,15,13,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,7.3,6.1,0,38,26,18,0.91,60,33,21,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,7.3,6.2,0,38,31,22,0.66,47,6,19,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,no_free_carbonate,6.9,5.9,0,30,36,24,1.18,72,24,36,10,25,65
Orchards,Ut3,Mittel toniger Schluff,high_carbonate,2.7,7.3,0,20,11,31,0.75,17,43,10,14.4,75.3,10.3
Orchards,Sl2,Schwach lehmiger Sand,low_medium_carbonate,5,6.8,0,38,23,47,1.63,57,17,23,6.5,17.5,76
Orchards,Su3,Mittel schluffiger Sand,high_carbonate,4.8,7,0,37,16,31,0.95,25,11,16,4,32.5,63.5
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,3.9,6.9,0,44,25,25,1.74,36,12,33,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,23.3,7.2,0,21,34,56,1.35,8,14,30,10,25,65
Orchards,Ls3,Mittel sandiger Lehm,high_carbonate,3.6,7.3,0,27,33,34,1.36,34,39,18,21,35,44
Orchards,Sl2,Schwach lehmiger Sand,high_carbonate,2.5,7.2,0,30,15,19,0.75,14,57,13,6.5,17.5,76
Orchards,Sl3,Mittel lehmiger Sand,no_free_carbonate,6,6,0,3,8,25,0.88,46,18,20,10,25,65
Orchards,Su3,Mittel schluffiger Sand,high_carbonate,2.2,7,0,18,19,17,0.63,17,22,9,4,32.5,63.5
Orchards,Sl2,Schwach lehmiger Sand,high_carbonate,6.2,6.8,0,60,30,23,0.87,14,69,55,6.5,17.5,76
Orchards,Su3,Mittel schluffiger Sand,high_carbonate,2.2,6.9,0,28,43,24,0.69,24,6,10,4,32.5,63.5
Orchards,Sl2,Schwach lehmiger Sand,high_carbonate,5.3,7.3,0,19,20,39,0.66,8,7,10,6.5,17.5,76
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,8.1,7.2,0,29,25,41,1.18,6,18,18,10,25,65
Orchards,Su3,Mittel schluffiger Sand,high_carbonate,3.2,6.9,0,30,15,26,0.71,19,73,17,4,32.5,63.5
Orchards,Us,Sandiger Schluff,no_free_carbonate,3.6,6,0,14,9,17,0.45,81,18,11,4,65,31
Orchards,Us,Sandiger Schluff,high_carbonate,3.4,7.1,0,28,19,25,0.68,17,129,19,4,65,31
Orchards,Sl2,Schwach lehmiger Sand,high_carbonate,2.5,7.1,0,29,15,20,0.59,13,181,17,6.5,17.5,76
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,3,7,0,38,24,21,0.62,17,48,21,10,25,65
Vineyards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,4,6.6,0,26,31,35,0.74,138,279,33,10,25,65
Orchards,Us,Sandiger Schluff,low_medium_carbonate,3.9,6.1,0,16,8,19,0.62,77,13,13,4,65,31
Orchards,Us,Sandiger Schluff,low_medium_carbonate,2.6,6.2,0,3,5,17,0.71,71,13,4,4,65,31
Orchards,Us,Sandiger Schluff,high_carbonate,2.3,7.5,0,12,13,26,0.55,14,26,5,4,65,31
Orchards,Ut3,Mittel toniger Schluff,high_carbonate,6.8,7.1,0,4,4,35,1.01,11,12,3,14.4,75.3,10.3
Orchards,Sl3,Mittel lehmiger Sand,no_free_carbonate,6.8,5.6,10,36,48,25,1.09,68,24,24,10,25,65
Orchards,Su3,Mittel schluffiger Sand,high_carbonate,2.3,7.3,0,18,29,26,0.79,20,36,8,4,32.5,63.5
Orchards,Lu,Schluffiger Lehm,high_carbonate,6.8,7.3,0,28,54,36,1.49,7,41,18,23.5,57.5,19
Orchards,Sl2,Schwach lehmiger Sand,low_medium_carbonate,2.3,7.2,0,22,13,21,0.94,90,175,24,6.5,17.5,76
Orchards,Ut3,Mittel toniger Schluff,high_carbonate,4.5,7,0,39,16,32,1.07,25,235,28,14.4,75.3,10.3
Orchards,Ls3,Mittel sandiger Lehm,low_medium_carbonate,4.6,6.8,0,47,50,56,1.83,171,27,40,21,35,44
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,4.7,7.2,0,11,24,32,0.79,16,24,11,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,6.2,6.4,0,40,26,19,1.21,69,38,58,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,no_free_carbonate,5,5.7,5,23,27,10,0.88,79,11,28,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,no_free_carbonate,6.5,5.6,10,22,44,19,0.96,155,24,22,10,25,65
Orchards,Ut3,Mittel toniger Schluff,low_medium_carbonate,4.6,6.6,0,33,22,25,1.84,114,17,26,14.4,75.3,10.3
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,6,6.8,0,37,33,30,2.14,54,16,37,10,25,65
Orchards,Us,Sandiger Schluff,high_carbonate,5.9,7,0,38,26,29,1.32,13,17,20,4,65,31
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,5.5,7.1,0,32,16,33,0.91,24,8,14,10,25,65
Orchards,Su3,Mittel schluffiger Sand,high_carbonate,3.1,6.9,0,50,38,25,0.77,19,88,29,4,32.5,63.5
Orchards,Us,Sandiger Schluff,very_high_carbonate,2.8,7.3,0,37,10,33,1.12,12,45,19,4,65,31
Orchards,Sl3,Mittel lehmiger Sand,no_free_carbonate,4.3,5.9,0,16,14,18,0.99,75,11,12,10,25,65
Orchards,Su3,Mittel schluffiger Sand,low_medium_carbonate,6.9,6.3,0,24,25,22,0.86,44,14,29,4,32.5,63.5
Orchards,Su3,Mittel schluffiger Sand,low_medium_carbonate,8.4,6.2,0,23,37,27,1.53,59,13,31,4,32.5,63.5
Orchards,Su3,Mittel schluffiger Sand,low_medium_carbonate,7.6,6.4,0,19,20,27,0.8,37,11,17,4,32.5,63.5
Orchards,Su3,Mittel schluffiger Sand,low_medium_carbonate,5.7,6.2,0,20,24,21,0.83,72,11,34,4,32.5,63.5
Orchards,Sl2,Schwach lehmiger Sand,high_carbonate,7,6.9,0,55,51,40,1.93,24,12,29,6.5,17.5,76
Orchards,Sl2,Schwach lehmiger Sand,low_medium_carbonate,4.3,6.5,0,25,23,26,1.02,98,17,22,6.5,17.5,76
Orchards,Su3,Mittel schluffiger Sand,high_carbonate,1.9,7.2,0,10,13,17,0.43,14,6,7,4,32.5,63.5
Orchards,Us,Sandiger Schluff,no_free_carbonate,2.8,6.1,0,3,3,17,0.22,78,10,9,4,65,31
Orchards,Sl2,Schwach lehmiger Sand,low_medium_carbonate,3.7,6.2,0,16,12,27,0.52,87,17,19,6.5,17.5,76
Orchards,Sl2,Schwach lehmiger Sand,low_medium_carbonate,4.8,6.6,0,51,37,29,1.67,62,15,24,6.5,17.5,76
Orchards,Sl2,Schwach lehmiger Sand,no_free_carbonate,5.4,5.8,0,29,41,23,0.87,89,12,17,6.5,17.5,76
Orchards,Us,Sandiger Schluff,no_free_carbonate,2.9,5.9,5,25,21,11,0.25,66,8,12,4,65,31
Orchards,Ut3,Mittel toniger Schluff,high_carbonate,4.8,7,0,26,29,42,1.54,37,23,16,14.4,75.3,10.3
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,7.1,7,0,27,33,29,1.09,9,12,19,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,2.4,7.4,0,21,15,22,0.76,12,23,12,10,25,65
Orchards,Ut3,Mittel toniger Schluff,high_carbonate,4.8,7.2,0,23,27,33,1.25,12,27,14,14.4,75.3,10.3
Vineyards,Ut3,Mittel toniger Schluff,high_carbonate,4.2,7.6,0,20,20,47,1.61,6,183,13,14.4,75.3,10.3
Vineyards,Ls3,Mittel sandiger Lehm,high_carbonate,2.6,7.4,0,6,21,27,0.99,8,143,15,21,35,44
Orchards,Us,Sandiger Schluff,high_carbonate,3,7.2,0,23,27,19,0.96,19,22,16,4,65,31
Orchards,Us,Sandiger Schluff,high_carbonate,3.1,7.1,0,30,24,21,0.61,27,25,23,4,65,31
Orchards,Us,Sandiger Schluff,high_carbonate,2.2,7.2,0,25,16,17,0.47,15,29,15,4,65,31
Orchards,Us,Sandiger Schluff,high_carbonate,2.4,7.2,0,23,16,28,0.54,15,31,25,4,65,31
Orchards,Ut3,Mittel toniger Schluff,high_carbonate,4.4,7.2,0,18,15,32,0.93,15,53,18,14.4,75.3,10.3
Orchards,Ut3,Mittel toniger Schluff,high_carbonate,2.6,7,0,54,28,20,0.89,18,36,59,14.4,75.3,10.3
Vineyards,Lu,Schluffiger Lehm,high_carbonate,4.3,7.4,0,19,30,25,0.7,10,155,42,23.5,57.5,19
Vineyards,Lu,Schluffiger Lehm,high_carbonate,2.9,7.3,0,13,28,19,0.57,8,89,15,23.5,57.5,19
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,4.3,7,0,39,24,37,0.76,21,138,23,10,25,65
Orchards,Us,Sandiger Schluff,no_free_carbonate,2.9,5.9,5,4,7,15,0.46,78,15,7,4,65,31
Orchards,Su3,Mittel schluffiger Sand,high_carbonate,3.7,7,0,53,26,27,0.82,28,13,14,4,32.5,63.5
Orchards,Us,Sandiger Schluff,no_free_carbonate,6,6.1,0,19,13,23,0.59,57,7,11,4,65,31
Orchards,Us,Sandiger Schluff,no_free_carbonate,7.6,6.1,0,37,22,30,0.71,62,19,26,4,65,31
Orchards,Us,Sandiger Schluff,no_free_carbonate,6.6,6,0,29,36,21,1.11,90,17,29,4,65,31
Orchards,Us,Sandiger Schluff,no_free_carbonate,4.5,5.4,20,30,24,16,0.45,93,24,23,4,65,31
Orchards,Us,Sandiger Schluff,no_free_carbonate,6.2,5.6,10,22,44,20,0.85,107,12,20,4,65,31
Orchards,Sl2,Schwach lehmiger Sand,no_free_carbonate,5.4,5.2,4,29,27,17,0.6,94,18,28,6.5,17.5,76
Orchards,Us,Sandiger Schluff,low_medium_carbonate,3.5,6.3,0,44,28,24,1.17,74,13,13,4,65,31
